mni_nlin_x,mni_nlin_y,mni_nlin_z
-13.7872451590619,3.8775078943337999,-0.798420269230367
-49.478571319207703,-7.1272729052018402,1.69967485629818
-15.7994182561703,-33.700080380130501,-21.9292403092851
-22.4382561684526,3.62350040959182,-32.6284461254629
-23.6810982303099,-26.263130013181001,-21.1270008106917
-26.8046041048467,4.0719174192268603,-40.5903691441381
-6.5804656758525901,-64.226744225751304,1.05875587363191
-26.334475488664498,22.8219246166753,49.7099219579863
-28.2097711394598,3.49800651005941,-44.7353594488974
-37.682516417254497,-7.3851244281518396,-38.7427186542011
-15.952849734264399,-6.44559891979545,-27.0418338796005
-28.087967695109601,-58.458415236306401,-22.1775752203864
-10.7716270697124,13.677677436905901,7.51652037734368
-8.3779533392584895,32.139319809345899,-24.9001747900299
-37.137443781419897,-6.4063611674586403,11.6743594887391
-3.0128818128771599,-76.5493109194976,12.5859867035841
-15.804390012096301,-34.586374944261799,-20.8948667652931
-15.990501769230899,-77.719463496695894,-21.4118841615372
-4.8510086337042901,-62.449826637126598,-4.18134290539395
-16.472707496973999,-85.496519098323404,-22.3232665996081
-7.6287516549518903,-44.9392978260259,-53.6160334891382
-12.585704494683,-38.118926451601297,-54.3409605579948
-6.3800042246009099,-51.577422954874102,-65.3234582815696
-3.0704426721939502,-47.093407121020498,-68.3187811599467
2.6267574589046001,-47.375605571874303,-68.3723769470138
-4.89494715033576,-42.787673676948799,-65.3616216910044
-1.8837067865880399,-34.159625496709097,-63.2948871306407
-7.3590093546474504,-40.458805921065697,-60.8368305035252
-7.65544943789134,-36.249615310822399,-60.3570572218392
-4.2419910982729903,-37.354099412541899,-60.5267001432864
-3.02538686226191,-35.272191902023899,-60.3056179428526
-5.42726496223752,-42.894837746711097,-60.9762413459908
-0.92316012766671596,-40.792487481076499,-60.8410260302364
-6.2865348497581204,-45.120523539439702,-56.7623230451767
-0.64381406246351103,-45.128901948950499,-56.7095227400529
-6.8444082727057296,-41.754462166746002,-56.7510322429453
-1.8509227902130201,-45.053019741478103,-56.7611555828403
-4.1337560946084997,-44.993105458558198,-56.7904518046138
-3.4224225269812698,-37.262407803484898,-57.5176947750797
-1.48869017503047,-49.617463068618001,-55.5136394698799
-5.1585213325149502,-47.797226697499099,-55.6172986627474
-4.09654414060594,-31.992795661442099,-57.9825479165816
-7.6622978600599696,-23.0574445802153,-35.7015780019694
-9.3676269449807297,-35.462420602241302,-35.6983444418425
-2.2388050891806901,-37.818975086090198,-34.7184286392982
-18.692964552412001,6.0244812545428097,-13.2347728340547
-8.9073824225212803,-36.807864986053801,-42.7019525920997
-1.2598163861017,-35.4311753174687,-41.4226120652596
0.0079441622714865896,-35.806819359729701,-50.3283343420197
-0.39974714648343601,-31.2443247391993,-51.5293884979204
-1.76516095774001,-27.098568879186399,-53.2463292049969
-7.1299262150486298,-40.842036897926498,-44.858999012748
-2.4806359528413,-36.681774585856303,-45.6136041208869
-1.8509803435254299,-31.502072169226299,-46.9836993085851
-7.1276116787143602,-39.794365392754599,-45.023860786432
-6.0226302668271501,-39.763214893418898,-44.8044123144648
-9.3336625459052804,-27.322767963874401,-34.1764786727387
-7.5178376882269697,-22.593001047684101,-26.4510312269454
-1.9533214938537899,-35.166569288728802,-25.0333417500727
-9.1061296588146607,-37.433024111934401,-24.9197753346069
-3.9766451869511199,-29.5863527748742,-22.0206474583018
-4.7563425505397703,-35.998300528501801,-21.0036018573849
-9.5656256748408506,-6.0351295023934997,-5.77191930383295
-25.793380670178902,-25.340440283625899,-8.55826289480712
-35.343964441307499,-25.787759728432899,-2.46091035645811
-34.241015256701097,-25.842610865895701,-6.36368558778866
-29.733307690583899,-26.0196879776549,-12.2549777534359
-33.786987050163297,-25.972972134075,-8.87428499017765
-24.850860346935999,-25.287919588420301,-8.63268249617791
-28.823663536049601,-25.963530315969901,-12.4100801042308
-12.2225408305285,-24.386982657781498,1.46027723420705
-9.1577444550002092,-24.332709210078399,0.223291328376972
-14.4226266290064,-24.241091194831,5.03052204614914
-20.641470972207198,-24.4278284463666,7.21861488196931
-17.221970594115099,-24.236174245957798,7.23391080651055
-10.3646704737567,-24.303359845341799,13.4750430825537
